Ismail Jakobs	Senegal	17-08-1999	184	23	as monaco	defensor	00	00	
Fodé Ballo-Touré	Senegal	03-01-1997	182	25	ac milan	defensor	00	00	
Moussa N'Diaye	Senegal	18-06-2002	181	20	rsc anderlecht madrid	defensor	00	00	
Youssouf Sabaly	Senegal	05-03-1993	173	29	real betis balompie	defensor	00	00	
Pape Gueye	Senegal	24-01-1999	189	23	olympique de marsella	mediocampista	00	00	
Nampalys Mendy	Senegal	23-06-1992	167	30	leicester city	mediocampista	00	00	
Mamadou Loum	Senegal	30-12-1996	188	25	fc reading	mediocampista	00	00	
Cheikhou Kouyaté	Senegal	21-12-1989	189	32	nottingham forest	mediocampista	00	00	
Pape Matar Sarr	Senegal	14-09-2002	184	20	tettenham hotspur	mediocampista	00	00	
Idrissa Gueye	Senegal	26-09-1989	174	33	everton fc	mediocampista	00	00	
Pathé Ciss	Senegal	16-03-1994	186	28	rayo vallecano	mediocampista	00	00	
Moustapha Name	Senegal	05-05-1995	185	27	pafos fc	mediocampista	00	00	
Iliman Ndiaye	Senegal	06-03-2000	180	22	sheffield united	mediocampista	00	00	
Ismaïla Sarr	Senegal	25-02-1998	185	24	watford fc	mediocampista	00	00	
Nicolas Jackson	Senegal	20-06-2001	188	21	villarreal cf	mediocampista	00	00	
Krépin Diatta	Senegal	25-02-1999	175	23	as monaco	mediocampista	00	00	
Boulaye Dia	Senegal	16-11-1996	180	26	us salernitana 1919 	delantero	00	00	
Bamba Dieng	Senegal	23-03-2000	178	22	olympique de marsella	delantero	00	00	
Famara Diédhiou	Senegal	15-12-1992	189	29	alanyaspor	delantero	00	00	
Marko Dmitrović	Serbia	24-1-1992	194	30	Sevilla	Portero	00	00	
Predrag Rajković	Serbia	31-10-1995	191	27	Mallorca	Portero	00	00	
Vanja Milinković-Savić	Serbia	20-2-1997	202	25	Torino	Portero	00	00	
Stefan Mitrović	Serbia	22-05-1990	189	32	Getafe	Defensa	00	00	
Nikola Milenković	Serbia	12-10-1997	195	25	Fiorentina	Defensa	00	00	
Strahinja Pavlović	Serbia	24-05-2001	194	21	Salzburgo	Defensa	00	00	
Miloš Veljković	Serbia	26-09-1995	188	27	Werder Bremen	Defensa	00	00	
Filip Mladenović	Serbia	15-08-1991	181	31	Legia Varsovia	Defensa	00	00	
Strahinja Eraković	Serbia	22-01-2001	183	21	Estrella Roja	Defensa	00	00	
Srđan Babić	Serbia	22-04-1996	195	26	Almería	Defensa	00	00	
Nemanja Gudelj	Serbia	16-11-1991	187	31	Sevilla	Mediocampista	00	00	
Sergej Milinković-Savić	Serbia	27-02-1995	192	27	Lazio	Mediocampista	00	00	
Saša Lukić	Serbia	13-08-1996	182	26	Torino	Mediocampista	00	00	
Marko Grujić	Serbia	13-04-1996	190	26	Porto	Mediocampista	00	00	
Filip Kostić	Serbia	01-11-1992	184	30	Juventus	Mediocampista	00	00	
Uroš Račić	Serbia	17-03-1998	193	24	Braga	Mediocampista	00	00	
Nemanja Maksimović	Serbia	26-01-1995	185	27	Getafe	Mediocampista	00	00	
Ivan Ilić	Serbia	17-03-2001	182	21	Hellas Verona	Mediocampista	00	00	
Andrija Živković	Serbia	11-07-1996	169	26	PAOK Salonicco	Mediocampista	00	00	
Darko Lazović	Serbia	15-09-1990	181	32	Hellas Verona	Mediocampista	00	00	
Dušan Tadić	Serbia	20-11-1988	181	34	Ajax	Delantero	00	00	
Aleksandar Mitrović	Serbia	16-09-1994	189	28	Fulham	Delantero	00	00	
Dušan Vlahović	Serbia	28-01-2000	190	22	Juventus	Delantero	00	00	
Filip Đuričić	Serbia	30-01-1992	181	30	Sampdoria	Delantero	00	00	
Luka Jović	Serbia	23-12-1997	182	24	Fiorentina	Delantero	00	00	
Nemanja Radonjić	Serbia	15-02-1996	185	26	Torino	Delantero	00	00	
Unai Simón Mendibil	Español	11-06-1997	190	25	Athletic Club	Portero	00	00	
Robert Lynch Sánchez	Español	18-11-1997	197	25	Brighton & Hove Albion F. C.	Portero	00	00	
David Raya Martin	Español	15-09-1995	183	27	Brentford F. C.	Portero	00	00	
Jorge Alba Ramos	Español	21-03-1989	170	33	F. C. Barcelona	Defensor	00	00	
Daniel Carvajal Ramos	Español	11-01-1992	173	30	Real Madrid C. F.	Defensor	00	00	
Eric García Martret	Español	09-01-2001	182	21	F. C. Barcelona	Defensor	00	00	
Aymeric Jean Louis Gerard Alphonse Laporte	Español	27-03-1994	190	28	Manchester City F. C.	Defensor	00	00	
César Azpilicueta Tanco	Español	28-08-1989	178	33	Chelsea F. C.	Defensor	00	00	
Pau Francisco Torres	Español	16-01-1997	191	25	Villarreal C. F.	Defensor	00	00	
Alejandro Balde Martínez	Español	18-10-2003	175	19	F. C. Barcelona Atlètic3	Defensor	00	00	
Hugo Guillamón Sanmartín	Español	31-01-2000	178	22	Valencia C. F.	Defensor	00	00	
Pedro González López	Español	25-11-2002	174	20	F. C. Barcelona	Mediocampista	00	00	
Pablo Martín Páez Gavira	Español	05-08-2004	173	18	F. C. Barcelona	Mediocampista	00	00	
Sergio Busquets Burgos	Español	16-07-1998	189	34	F. C. Barcelona	Mediocampista	00	00	
Rodrigo Hernández Cascante	Español	22-06-1996	190	26	Manchester City F. C.	Mediocampista	00	00	
Marcos Llorente Moreno	Español	30-01-1995	184	27	Atlético de Madrid	Mediocampista	00	00	
Jorge Resurrección Merodio	Español	08-01-1992	176	30	Atlético de Madrid	Mediocampista	00	00	
Carlos Soler Barragán	Español	02-01-1997	180	25	Paris Saint-Germain F. C.	Mediocampista	00	00	
Nicholas Williams Arthuer	Español	12-07-2002	175	20	Athletic Club	Delantero	00	00	
Yéremi Jesús Santos Pino	Español	20-10-2002	182	20	Villarreal C. F.	Delantero	00	00	
Anssumane Fati Vieira	Español	31-10-2002	178	20	F. C. Barcelona	Delantero	00	00	
Ferran Torres García	Español	29-02-2000	184	22	F. C. Barcelona	Delantero	00	00	
Marco Asensio Willemsen 	Español	21-01-1996	182	26	Real Madrid C. F.	Delantero	00	00	
Álvaro Borja Morata Martín	Español	23-10-1992	190	30	Atlético de Madrid	Delantero	00	00	
Daniel Olmo Carvajal	Español	07-05-1998	179	24	R. B. Leipzig	Delantero	00	00	
Pablo Sarabia García	Español	11-05-1992	174	30	París Saint-Germain F. C.	Delantero	00	00	
Yann Sommer	Suiza	17-12-1988	183	33	Borussia Monchengladbach	Portero	00	00	
Jonas Omlin	Suiza	10-01-1994	182	28	Montpellier	Portero	00	00	
Gregor Kobel	Suiza	6-12-1997	 195	25	Borussia Dortmund	Portero	00	00	
Philipp Kohn	Suiza	2-04-1998	190	24	Salzburgo	Portero	00	00	
Ricardo Rodriguez	Suiza	25-08-1992	182	30	Torino	Defensa	00	00	
Fabian Schar	Suiza	20-12-1991	188	30	Newcastle United	Defensa	00	00	
Manuel Akanji	Suiza	19-07-1995	188	27	Manchester City	Defensa	00	00	
Nico Elvedi	Suiza	30-09-1996	187	26	Borussia Monchengladbach	Defensa	00	00	
Silvan Widmer	Suiza	05-03-1993	183	29	Mainz 05	Defensa	00	00	
Eray Comert	Suiza	04-02-1998	183	24	Valencia	Defensa	00	00	
Xherdan Shaqiri	Suiza	10-10-1991	170	31	Chicago Fire	Mediocampista	00	00	
Granit Xhaka	Suiza	27-09-1992	186	30	Arsenal	Mediocampista	00	00	
Remo Freuler	Suiza	15-04-1992	181	30	Nottingham Forest	Mediocampista	00	00	
Denis Zakaria	Suiza	20-11-1996	191	26	Chelsea	Mediocampista	00	00	
Djibril Sow	Suiza	06-02-1997	184	25	Eintracht Fráncfort	Mediocampista	00	00	
Renato Steffen	Suiza	03-11-1991	170	31	Lugano	Mediocampista	00	00	
Fabian Frei	Suiza	08-01-1989	182	33	Basilea	Mediocampista	00	00	
Michel Aebischer	Suiza	06-01-1997	183	25	Bolonia	Mediocampista	00	00	
Ardon Jashari	Suiza	30-07-2002	181	20	Lucerna	Mediocampista	00	00	
Edimilson Fernandes	Suiza	15-04-1996	190	26	Mainz	Mediocampista	00	00	
Fabian Rieder	Suiza	16-02-2002	179	20	Young Boys	Mediocampista	00	00	
Breel Embolo	Suiza	14-02-1997	187	25	Mónaco	Delantero	00	00	
Ruben Vargas	Suiza	05-08-1998	177	24	Augsburgo	Delantero	00	00		
Noah Okafor	Suiza	24-05-2000	185	22	RB Salzburgo	Delantero	00	00	
Haris Seferovic	Suiza	22-02-1992	189	30	Galatasaray	Delantero	00	00	
Christian Fassnacht Suiza	11-11-1993	185	29	Young Boys	Delantero	00	00	
Bechir Ben Said	Tunez	29-11-1992	194	30	Monastir	Portero	00	00	
Aymen Dahmen	Tunez	28-01-1997	188	25	Sfaxien	Portero	00	00	
Mouez Hassen	Tunez	05-03-1995	184	27	Africain	Portero	00	00	
Aymen Balbouli	Tunez	14-09-1984	182	38	Etoile Sportive	Portero	00	00	
Montassar Talbi	Tunez	26-05-1998	190	24	Lorient	Defensa	00	00	
Bilel Ifa	Tunez	09-03-1990	185	32	Kuwait	Defensa	00	00	
Dylan Bronn	Tunez	19-06-1995	186	27	Salernitana	Defensa	00	00	
Nader Ghandri	Tunez	18-02-1995	194	27	Africain	Defensa	00	00	
Yassine Meriah	Tunez	02-07-1993	188	29	Esperance Sportive	Defensa	00	00	
Ali Maaloul	Tunez	01-01-1990	175	32	Al Ahly	Defensa	00	00	
Mohamed Drager	Tunez	25-06-1996	181	26	Luzern	Defensa	00	00	
Ali Abdi	Tunez	20-12-1993	183	28	Malherbe Caen	Defensa	00	00	
Wajdi Kechrida	Tunez	05-11-1995	174	27	Atromitos	Defensa	00	00	
Ellyes Skhiri	Tunez	10-05-1995	185	27	Colonia	Mediocampista	00	00	
Aissa Laidouni	Tunez	13-12-1996	183	25	Ferencvarosi Torna	Mediocampista	00	00	
Mohamed Ali Ben Romdhane	Tunez	06-09-1999	186	23	Esperance Sportive	Mediocampista	00	00	
Anis Slimane	Tunez	16-03-2001	188	21	Brondby	Mediocampista	00	00	
Ferjani Sassi	Tunez	18-03-1992	186	30	Lekhwiya	Mediocampista	00	00	
Hannibal Mejbri	Tunez	21-01-2003	177	19	Birmingham city	Mediocampista	00	00	
Ghaylen Chaaleli	Tunez	28-02-1994	179	28	Esperance Sportive	Mediocampista	00	00	
Wahbi Khazri	Tunez	08-02-1991	176	31	Montpellier	 Delantero	00	00	
Youssef Msakni	Tunez	28-10-1990	179	32	Al Arabi	Delantero	00	00	
Naim Sliti	Tunez	27-07-1992	173	30	Al Ettifaq	Delantero	00	00	
Issam Jebali	Tunez	25-12-1991	186	30	Odense BK	Delantero	00	00	
Seifeddine Jaziri	Tunez	12-02-1993	180	29	Zamalek	Delantero	00	00	
Yassine Khenissi	Tunez	06-01-1992	183	30	Al kuwait	Delantero	00	00	
Ethan Horvath	Estadounidense	09-06-1995	193	27	Luton Town	Portero	00	00	
Sean Johnson	Estadounidense	31-05-1989	190	33	New York City FC	Portero	00	00	
Matt Turner	Estadounidense	24-06-1994	191	28	Arsenal	Portero	00	00	
Cameron Carter-Vickers	Estadounidense	31-12-1997	185	24	Celtic	Defensa	00	00	
Sergiño Dest	Estadounidense	03-11-2000	173	22	AC Milan	Defensa	00	00	
Aaron Long	Estadounidense	12-10-1992	188	30	New York Red Bulls	Defensa	00	00	
Shaquell Moore	Estadounidense	02-11-1996	180	26	Nashville SC	Defensa	00	00	
Tim Ream	Estadounidense	05-10-1987	185	35	Fulham	Defensa	00	00	
Antonee Robinson	Estadounidense	08-08-1997	180	25	Fulham	Defensa	00	00	
Joe Scally	Estadounidense	31-12-2002	179	19	Borussia Mönchengladbach	Defensa	00	00	
DeAndre Yedlin	Estadounidense	09-07-1993	171	29	Inter Miami	Defensa	00	00	
Walker Zimmerman	Estadounidense	19-05-1993	190	29	Nashville SC	Defensa	00	00	
Brenden Aaronson	Estadounidense	22-10-2000	177	22	Leeds United	Mediocampista	00	00	
Kellyn Acosta	Estadounidense	24-07-1995	177	27	Los Angeles FC	Mediocampista	00	00	
Tyler Adams	Estadounidense	14-02-1999	175	23	Leeds United	Mediocampista	00	00	
Luca de la Torre	Estadounidense	23-05-1998	178	24	Celta	Mediocampista	00	00	
Weston McKennie	Estadounidense	28-08-1998	185	24	Juventus	Mediocampista	00	00	
Yunus Musah	Estadounidense	29-11-2002	178	20	Valencia	Mediocampista	00	00	
Cristian Roldan	Estadounidense	03-06-1995	172	27	Seattle Sounders FC	Mediocampista	00	00	
Jesus Ferreira	Colombo-estadounidense	24-12-2000	173	21	FC Dallas	Delantero	00	00	
Jordan Morris	Estadounidense	26-10-1994	183	28	Seattle Sounders FC	Delantero	00	00	
Christian Pulisic	Estadounidense	18-09-1998	178	24	Chelsea	Delantero	00	00	
Giovanni Reyna	Estadounidense	13-11-2002	185	20	Borussia Dortmund	Delantero	00	00	
Josh Sargent	Estadounidense	20-02-2000	185	22	Norwich City	Delantero	00	00	
Tim Weah	Estadounidense	22-02-2000	182	22	Lille	Delantero	00	00	
Haji Wright	Estadounidense	27-03-1998	191	24	Antalyaspor	Delantero	00	00	
Fernando Muslera	Argentino-uruguayo-italiano	16-06-1986	190	36	Galatasaray	Portero	00	00	
Sebastián Sosa	Uruguayo	19-08-1986	184	36	Pumas	Portero	00	00	
Sergio Rochet	Uruguayo	23-03-1993	189	29	Nacional	Portero	00	00	
Diego Godín	Uruguayo	16-02-1986	185	36	Vélez Sarsfield	Defensa	00	00	
José María Giménez	Uruguayo	20-01-1995	185	27	Atlético Madrid	Defensa	00	00	
Sebastián Coates	Uruguayo	07-10-1990	196	32	Sporting CP	Defensa	00	00	
Guillermo Varela	Uruguayo	24-03-1993	173	29	Flamengo	Defensa	00	00	
Martín Cáceres	Uruguayo	07-04-1987	178	35	LA Galaxy	Defensa	00	00	
José Luis Rodríguez	Uruguayo	14-03-1997	182	25	Nacional	Defensa	00	00	
Ronald Araújo	Uruguayo	07-03-1999	192	23	Barcelona	Defensa	00	00	
Mathias Olivera	Uruguayo	31-10-1997	174	25	Napoli	Defensa	00	00	
Matías Viña	Uruguayo	09-11-1997	180	25	Roma	Defensa	00	00	
Matías Vecino	Uruguayo	24-08-1991	189	31	Lazio	Mediocampista	00	00	
Lucas Torreira	Uruguayo	11-02-1996	168	26	Galatasaray	Mediocampista	00	00	
Manuel Ugarte	Uruguayo	11-04-2001	182	21	Sporting	Mediocampista	00	00	
Federico Valverde	Uruguayo	22-07-1998	182	24	Real Madrid	Mediocampista	00	00	
Rodrigo Bentancur	Uruguayo	25-06-1997	187	25	Tottenham Hotspur	Mediocampista	00	00	
Nicolás de la Cruz	Uruguayo	01-06-1997	167	25	River Plate	Mediocampista	00	00	
Agustín Canobbio	Uruguayo	01-10-1998	175	24	Athletico Paranaense	Mediocampista	00	00	
Giorgian de Arrascaeta	Uruguayo	01-06-1994	177	28	Flamengo	Mediocampista	00	00	
Facundo Pellistri	Uruguayo	20-12-2001	175	20	Manchester United	Delantero	00	00	
Luis Suárez	Uruguayo	24-01-1987	182	35	Nacional	Delantero	00	00	
Darwin Núñez	Uruguayo	24-06-1999	187	23	Liverpool	Delantero	00	00	
Edinson Cavani	Uruguayo	14-02-1987	188	35	Valencia	Delantero	00	00	
Facundo Torres	Uruguayo	13-04-2000	175	22	Orlando City	Delantero	00	00	
Maximiliano Gómez	Uruguayo	14-08-1996	186	26	Trabzonspor	Delantero	00	00	
Wayne Hennessey	Gales	24-01-1987	198	35	Nottingham Forest	Portero	00	00	
Danny Ward	Gales	22-06-1993	191	29	Leicester City	Portero	00	00	
Adam Davies	Gales-Estadounidense-Alemana	17-07-1992	185	30	Sheffield United	Portero	00	00	
Ben Davies	Gales	24-04-1993	181	29	Tottenham Hotspur	Defensa	00	00	
Ben Cabango	Gales	30-05-2000	180	22	Swansea City	Defensa	00	00	
Tom Lockyer	Gales	03-12-1994	185	28	Lauton Town	Defensa	00	00	
Joe Rodon	Gales	22-10-1997	193	25	Rennes	Defensa	00	00	
Chris Mepham	Gales-Inglesa	05-11-1997	190	25	AFC Bournemouth	Defensa	00	00	
Ethan Ampadu	Gales-Inglesa-Britanico	14-09-2000	182	22	Spezia	Defensa	00	00	
Chris Gunter	Gales	21-07-1989	180	33	AFC Wimbledon	Defensa	00	00	
Neco Williams	Gales	13-04-2001	183	21	Nottingham Forest	Defensa	00	00	
Connor Roberts	Gales	23-09-1995	175	23	Burnley	Defensa	00	00	
Sorba Thomas	Gales	25-01-1999	185	23	Huddersfield Town	Mediocampista	00	00	
Joe Allen	Gales	14-03-1990	170	32	Swansea City	Mediocampista	00	00	
Matt Smith	Gales-Inglesa	22-11-1999	175	23	Milton Keynes Dons	Mediocampista	00	00	
Dylan Levitt	Gales	17-11-2000	180	22	Dundee United	Mediocampista	00	00	
Harry Wilson	Gales	22-03-1997	173	25	Fulham	Mediocampista	00	00	
Joe Morrell	Gales	03-01-1997	168	25	Portsmouth	Mediocampista	00	00	
Jonny Williams	Gales-Inglesa	09-10-1993	168	29	Swindon Town	Mediocampista	00	00	
Aaron Ramsey	Gales	26-12-1990	178	31	Niza	Mediocampista	00	00	
Rubin Colwill	Gales	27-04-2002	189	20	Cardiff City	Mediocampista	00	00	
Gareth Bale	Gales	16-07-1989	186	33	Los Angeles FC	Delantero	00	00	
Kieffer Moore	Gales-Inglesa	08-08-1992	196	30	AFC Bournemouth	Delantero	00	00	
Mark Harris	Gales	29-12-1998	182	23	Cardiff City	Delantero	00	00	
Brennan Johnson	Gales	23-05-2001	179	21	Nottingham Forest	Delantero	00	00	
Daniel James	Gales	10-11-1997	171	25	Fulham	Delantero	00	00	
